0.000333,19.864273
10000.000000,10000.000000
10000.000000,10000.000000
0.000586,37.859048
0.000226,25.819508
0.000413,20.215371
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
0.000305,17.374423
0.000515,27.622825
0.000190,6.965307
10000.000000,10000.000000
0.000305,19.390596
0.000149,9.857894
10000.000000,10000.000000
10000.000000,10000.000000
10000.000000,10000.000000
0.000413,28.800101
0.000195,21.761439
0.000305,14.623997
10000.000000,10000.000000
0.000269,17.193504
0.000226,10.398139
10000.000000,10000.000000
0.000169,2.757156
10000.000000,10000.000000
0.000129,16.705224
0.000129,16.705224
0.000413,19.381855
0.000413,19.381855
0.000471,19.657903
10000.000000,10000.000000
10000.000000,10000.000000
0.000129,3.785759
10000.000000,10000.000000
10000.000000,10000.000000
0.000190,12.721992
0.000382,30.189118
0.000332,15.474965
10000.000000,10000.000000
0.000608,30.918056
0.000195,8.463373
0.000129,10.132297
0.000129,4.751598
0.000129,4.751598
0.000515,23.906273
0.000129,9.780124
0.000381,17.235641
0.000129,3.564620
0.000129,4.427122
0.000305,13.279383
0.000129,4.853542
0.000269,12.002446
0.000129,6.258879
0.000129,3.443879
0.000226,13.751449
0.000129,3.722049
0.000129,4.873165
0.000129,4.873165
0.000129,3.869304
0.000129,3.928710
0.000129,3.928710
0.000129,3.502115
0.000190,6.712392
0.000171,2.332535
0.000217,10.791294
0.000129,3.704445
0.000129,5.113119
0.000129,4.089856
0.000129,4.272197
0.000226,12.679276
0.000129,7.124491
0.000269,12.015809
0.000169,2.445299
0.000129,4.964163
0.000195,8.920179
0.000169,2.450906
0.000217,7.089694
0.000129,3.476471
0.000468,27.026571
0.000129,4.063000
0.000129,3.637655
0.000226,11.024346
0.000129,3.433288
0.000129,3.890066
0.000129,3.890066
0.000217,22.144691
0.000129,3.707939
0.000169,2.873447
0.000169,2.873447
0.000129,7.280176
0.000171,3.500484
0.000129,5.076131
0.000269,12.938488
0.000169,2.905161
0.000129,3.591289
0.000149,6.127598
0.000171,4.187622
0.000129,3.426580
0.000129,3.426580
0.000169,2.511886
0.000129,3.702420
0.000171,3.927063
0.000169,2.223645
0.000129,3.619090
0.000171,2.704207
0.000169,1.966537
0.000217,9.053205
0.000129,4.962860
0.000129,4.962860
0.000129,3.413762
0.000129,3.413762
0.000169,2.469950
0.000171,3.931997
0.000129,11.021468
0.000169,2.456405
0.000149,5.056466
0.000129,4.393843
0.000171,3.051444
0.000129,4.533651
0.000129,4.533651
0.000169,2.484921
0.000134,9.006535
0.000171,1.875229
0.000171,2.411047
0.000129,4.823424
0.000129,4.287975
0.000169,2.192795
0.000169,2.192795
0.000171,9.568005
0.000169,1.940667
0.000129,3.416490
0.000169,4.840628
0.000171,2.378265
0.000129,3.446905
0.000171,1.939802
0.000149,5.894207
0.000129,4.008436
0.000171,1.929834
0.000169,3.137980
0.000129,5.141873
0.000190,7.934792
0.000169,2.385207
0.000129,3.735474
0.000129,3.735474
0.000129,3.735474
0.000217,6.939255
0.000169,1.936482
0.000219,3.797681
0.000171,3.159046
0.000169,2.542581
0.000171,1.903366
0.000129,4.191755
0.000129,3.779075
0.000169,1.821405
0.000129,3.909105
0.000171,2.075623
0.000171,2.266424
0.000129,3.431201
0.000171,1.893285
0.000171,2.303709
0.000129,4.154928
0.000171,3.424843
0.000171,1.887494
0.000129,3.403054
0.000171,2.354960
0.000149,5.351710
0.000129,3.394230
0.000169,2.320375
0.000169,2.295360
0.000169,2.295360
0.000171,1.871294
0.000171,1.903559
0.000129,3.491901
0.000129,3.917175
0.000171,1.935228
0.000129,3.389079
0.000149,5.233665
0.000129,3.930280
0.000129,3.727148
0.000171,2.283730
0.000171,2.214741
0.000171,2.214741
0.000171,2.132329
0.000169,1.923030
0.000129,4.037340
0.000129,4.037340
0.000129,4.664820
0.000129,4.664820
0.000171,2.826914
0.000169,2.018823
0.000129,4.011176
0.000169,1.947357
0.000171,2.318858
0.000129,3.529385
0.000169,1.961557
0.000169,1.844430
0.000269,11.379572
0.000169,2.310012
0.000169,2.658188
0.000382,22.583705
0.000169,1.968640
0.000169,1.913465
0.000129,3.422413
0.000171,1.789428
0.000171,1.789428
0.000129,3.380401
0.000171,3.686287
0.000169,1.941765
0.000169,1.941765
0.000169,1.977438
0.000169,2.294377
0.000333,15.038287
0.000169,1.814007
0.000169,2.051943
0.000195,8.646471
0.000169,2.102969
0.000171,1.999022
0.000468,21.250720
0.000169,1.789358
0.000169,2.160487
0.000149,5.225862
0.000171,1.814777
0.000169,1.880022
0.000129,3.419791
0.000171,1.864202
0.000169,2.634873
0.000269,11.783021
0.000169,1.801865
0.000169,1.930340
0.000129,3.449823
0.000171,1.786603
0.000171,1.865949
0.000129,16.829002
0.000171,1.791415
0.000171,1.856146
0.000171,1.856146
0.000171,1.816313
0.000169,1.798519
0.000592,26.436479
0.000169,1.900392
0.000171,2.623097
10000.000000,10000.000000
0.000171,2.026015
0.000171,1.774340
0.000129,3.372188
0.000171,2.228761
0.000169,3.575000
0.000129,3.406865
0.000171,2.883729
0.000171,1.833308
0.000129,5.840639
0.000169,1.944770
0.000169,1.897735
0.000129,3.388973
0.000171,1.788680
0.000171,1.793229
0.000129,3.862274
0.000169,2.038893
0.000171,2.618771
0.000129,3.370603
0.000171,2.535717
0.000169,1.805361
0.000129,8.896912
0.000171,1.974931
0.000171,1.795397
0.000129,3.838189
0.000171,1.840173
0.000169,2.723956
0.000169,2.723956
0.000171,1.860654
0.000169,2.135093
0.000129,3.418101
0.000169,1.977832
0.000171,2.780568
0.000129,3.519953
0.000169,3.555497
0.000169,2.175649
0.000129,8.904660
0.000169,1.787962
0.000171,1.782064
0.000217,12.043734
0.000171,1.767917
0.000171,1.798338
0.000171,1.798338
0.000169,2.442989
0.000171,1.872671
0.000129,4.248530
0.000171,1.961007
0.000171,1.749312
0.000129,3.411445
0.000171,1.863215
0.000171,1.767207
0.000190,7.166012
0.000169,1.986038
0.000171,1.803164
0.000129,3.429562
0.000413,18.200415
0.000171,1.826664
0.000129,3.357271
0.000169,2.291815
0.000169,1.795066
0.000129,6.309504
0.000169,1.847756
0.000171,2.225177
0.000129,3.385309
0.000171,2.018296
0.000171,2.014112
0.000129,3.360308
0.000169,1.792973
0.000171,2.103356
0.000129,3.721057
0.000171,1.773704
0.000171,1.764666
0.000129,3.394105
0.000171,1.756417
0.000171,1.737971
0.000129,3.410129
0.000169,2.234037
0.000171,1.834032
0.000129,3.412940
0.000171,1.807258
0.000171,1.754284
0.000129,3.537646
0.000171,2.324622
0.000171,1.756947
0.000129,3.370028
0.000169,1.788436
0.000169,1.799642
0.000130,3.433608
0.000171,1.845712
0.000169,1.936973
0.000149,5.194537
0.000169,1.822662
0.000171,2.269575
0.000129,3.469538
0.000171,2.248912
0.000171,1.942389
0.000190,7.142087
0.000171,1.853330
0.000169,2.341880
0.000129,3.498184
0.000171,1.795466
0.000171,2.095689
0.000129,4.304758
0.000171,1.830446
0.000171,1.744790
0.000129,5.234201
0.000169,1.779303
0.000171,1.740330
0.000147,6.536769
0.000169,1.775636
0.000169,1.775636
0.000129,3.873561
0.000171,2.198693
0.000171,1.777984
0.000129,3.485108
0.000171,1.813197
0.000171,1.776719
0.000129,3.367320
0.000171,2.145956
0.000169,1.966715
0.000129,3.953444
0.000171,1.753261
0.000169,1.771815
0.000129,3.360149
0.000169,1.970659
0.000171,2.008527
0.000171,2.008527
0.000171,1.735372
0.000171,1.818828
0.000129,3.429033
0.000169,1.871465
0.000171,1.929310
0.000129,3.541376
0.000171,1.846521
0.000169,2.196961
0.000129,3.444118
0.000171,1.754226
0.000171,1.790660
0.000190,7.983475
0.000171,1.738177
0.000171,1.752842
0.000129,3.346874
0.000169,1.763577
0.000171,1.743007
0.000269,13.232853
0.000169,1.761158
0.000169,1.761549
0.000190,6.581907
0.000190,6.581907
0.000171,1.818077
0.000195,8.208114
0.000171,1.733931
0.000171,1.772290
0.000129,3.345122
0.000171,1.781430
0.000413,18.973856
0.000129,4.654360
0.000169,1.773337
0.000171,1.829074
0.000129,3.368964
0.000171,1.737145
0.000171,1.760912
0.000129,6.942228
0.000169,1.755914
0.000169,1.909897
0.000169,1.909897
0.000169,1.909897
0.000171,1.953353
0.000129,6.177807
0.000171,1.736775
0.000171,2.098309
0.000129,6.164420
0.000169,2.210307
0.000171,1.755270
0.000171,1.755270
0.000171,1.755270
0.000171,1.799678
0.000171,1.799678
0.000171,1.757014
0.000169,1.782026
0.000129,4.331054
0.000171,1.750603
0.000171,1.785854
0.000129,3.519574
0.000171,1.745781
0.000171,1.740039
0.000129,5.036208
0.000171,1.827642
0.000171,1.815511
0.000217,3.371054
0.000171,1.821495
0.000171,1.750803
0.000171,1.750803
0.000171,1.755210
0.000171,1.792835
0.000149,5.026498
0.000171,1.824043
0.000171,1.744961
0.000129,8.936053
0.000169,1.755023
0.000169,2.268522
0.000129,3.457873
0.000171,1.779683
0.000171,1.779683
0.000129,3.347248
0.000468,21.172861
0.000468,21.172861
0.000129,3.649097
0.000169,1.869695
0.000171,1.741667
0.000129,3.350934
0.000129,3.350934
0.000171,1.741571
0.000171,1.741571
0.000171,1.768677
0.000171,1.778178
0.000129,3.391896
0.000169,1.757689
0.000169,1.760765
0.000129,3.485854
0.000169,1.767326
0.000171,1.751509
0.000129,3.409817
0.000171,1.775284
0.000171,1.775284
0.000129,3.375549
0.000169,1.752562
0.000169,1.855486
0.000129,3.403438
0.000171,1.780320
0.000171,1.881455
0.000129,3.723899
0.000171,1.847184
0.000171,1.814221
0.000129,3.958534
0.000171,1.916236
0.000169,1.763840
0.000129,3.399905
0.000169,1.897519
0.000171,1.737861
0.000129,3.423989
0.000171,1.746059
0.000171,1.770805
0.000129,8.817636
0.000169,1.916346
0.000171,1.770854
0.000129,3.493332
0.000169,1.767575
0.000169,1.768001
0.000129,3.382177
0.000169,1.768151
0.000171,1.736540
0.000129,3.416606
0.000169,2.281734
0.000169,2.281734
