latency,Area,energy,power
0.000449,409.62,12.991733731,28.934819
0.00126,25.206,4.547530260000001,3.609151
0.0,0.0,0.0,0.0
0.000345,243.62,9.411449925,27.279564999999998
0.00025,163.27,4.97266075,19.890643
0.000317,404.57,10.330873719000001,32.589507000000005
0.0,0.0,0.0,0.0
0.000446,343.24,16.905872624,37.905544
0.000409,298.16,10.570382504,25.844455999999997
0.000319,144.4,6.455403305999999,20.236373999999998
0.000345,985.19,28.277861864999995,81.964817
0.000471,431.8,21.255488646000003,45.128426000000005
0.00038,600.07,21.6010962,56.844989999999996
0.0,0.0,0.0,0.0
0.00025,859.64,15.926653499999999,63.706613999999995
0.000318,139.46,5.5300928219999985,17.390228999999998
0.000413,195.51,11.422344304000001,27.657008
0.004026,47.86,27.925970556,6.936406
0.000446,709.96,24.844490210000004,55.705135000000006
0.000318,208.93,6.199632918,19.495701
0.000449,96.18,4.532222613,10.094037
0.000282,643.47,13.478501892,47.796105999999995
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.000319,286.93,9.186162612,28.796748
0.000326,224.72,7.153178716,21.942266
0.000316,124.94,4.643899975999999,14.695886
0.000471,616.31,24.718503429000002,52.480899
0.000439,157.1,7.56309639,17.22801
0.000409,77.796,4.243507107,10.375323
0.000446,505.05,19.611053511999998,43.970971999999996
0.00123,19.254,3.2887014299999993,2.6737409999999997
0.000345,535.75,17.48094852,50.669416
0.00126,111.52,12.99991896,10.317396
0.0,0.0,0.0,0.0
0.000319,131.96,6.1865599950000005,19.393605
0.0,0.0,0.0,0.0
0.000345,190.85,7.560109199999999,21.91336
0.000471,792.32,32.942352299999996,69.9413
0.000318,369.54,11.124570786,34.982927000000004
0.00126,26.808,4.7356281,3.758435
0.00025,427.8,8.480751750000001,33.923007000000005
0.00025,216.62,5.8491565,23.396626
0.000701,119.75,8.887267484999999,12.677985
0.000282,276.61,8.521838934000002,30.219287
0.00025,251.16,6.9019182500000005,27.607673000000002
0.0,0.0,0.0,0.0
0.000473,264.54,14.660881433000002,30.995521
0.000326,98.08,3.749060962,11.500187
0.000413,736.61,28.141438388,68.139076
0.00126,38.807,5.44393773,4.3205855
0.0,0.0,0.0,0.0
0.000413,438.09,16.837597826,40.769002
0.00126,108.7,12.346591320000002,9.798882
0.000282,490.33,12.901908054000002,45.751447
0.000325,319.5,7.4246588,22.845104
0.00126,156.5,14.098509179999999,11.189293
0.000317,88.294,4.204645205,13.263865000000001
0.000326,64.338,2.790594882,8.560107
0.000409,139.6,5.670661891,13.864699
0.00025,163.27,4.99439375,19.977575
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.00025,145.03,4.582840249999999,18.331360999999998
0.000282,127.6,5.115801198,18.141139
0.00123,145.62,11.1371211,9.05457
0.00025,242.4,5.97745775,23.909831
0.000386,52.598,2.738425662,7.094367
0.001232,138.02,10.783790617600001,8.7530768
0.00025,177.2,5.11745275,20.469811
0.00126,57.578,8.505209160000001,6.750166
0.000642,37.779,3.178009782,4.950171
0.00025,160.68,4.79290975,19.171639
0.0,0.0,0.0,0.0
