latency,Area,energy,power
0.0,0.0,0.0,0.0
0.00126,83.711,11.054519280000001,8.773428000000001
0.000319,135.44,4.925530984,15.440536
0.00126,41.313,5.92472412,4.7021619999999995
0.000345,1123.9,27.914720730000003,80.91223400000001
0.000445,159.15,7.74554807,17.405726
0.0,0.0,0.0,0.0
0.000319,279.1,7.847337795,24.599805
0.000282,133.47,5.235465360000001,18.56548
0.000449,147.13,6.265852023000001,13.955127000000001
0.000345,734.56,23.07969753,66.89767400000001
0.00123,31.384,4.3172938499999995,3.509995
0.000413,149.25,9.475793117000002,22.943809
0.00038,234.19,11.123452720000001,29.272244
0.0,0.0,0.0,0.0
0.000282,714.34,16.132678842,57.208081
0.00123,32.438,3.9748200300000005,3.231561
0.000344,125.34,6.747826944000001,19.615776
0.000473,564.37,26.118029806,55.217822
0.000449,34.101,2.267357955,5.049795
0.000282,159.78,5.062522092,17.952206
0.000409,92.403,4.966866552000001,12.143928
0.000473,199.42,12.703849608999999,26.858033
0.000326,318.64,7.85193983,24.085704999999997
0.000282,165.9,5.765353512000001,20.444516
0.000446,178.38,11.495515308,25.774698
0.001232,52.684,6.0413941279999985,4.903728999999999
0.001232,43.294,5.790912512000001,4.700416000000001
0.000317,174.51,5.567188553000001,17.562109000000003
0.000701,322.93,15.149354461999998,21.611061999999997
0.00126,56.089,7.702810920000001,6.113342
0.00126,47.1,6.6654378,5.29003
0.000471,645.0,25.535758137000002,54.216046999999996
0.00025,276.82,6.31804725,25.272189
0.00038,717.4,23.85816852,62.784653999999996
0.00025,116.22,3.9363932500000005,15.745573
0.004024,601.97,151.15538718399998,37.563466
0.000449,68.039,3.07717211,6.85339
0.00126,103.05,11.81465964,9.376714
0.000439,176.8,9.000975918,20.503362000000003
0.0,0.0,0.0,0.0
0.000413,412.43,18.400763178000002,44.553906
0.000345,332.3,12.439315515,36.055987
0.000345,331.15,12.416238465,35.989097
0.000282,281.21,8.548580148000001,30.314114
0.000381,188.84,9.408134726999998,24.693267
0.000449,160.12,6.163781302,13.727798
0.000449,84.851,3.6683201220000003,8.169978
0.0,0.0,0.0,0.0
0.000439,173.42,8.214925346000001,18.712814
0.000446,196.58,11.53917291,25.872584999999997
