,reward,reward1,reward2,reward3,core,l1i_size,l1d_size,l2_size,l1i_assoc,l1d_assoc,l2_assoc,clock_rate,latency,Area,energy,power
0,3.9999211030602138,10.06980137695409,1.9226531042156596,0.36709710755667924,3,4096,1024,32768,1,8,4,3.2,0.000149,409.62,4.282466365,28.741385
1,77.51937984496125,195.15503875968994,97.99698865630563,49.20913058017193,2,128,32,64,4,2,8,3.2,0.000129,25.206,0.46408227300000005,3.5975370000000004
2,0.0,0.0,0.0,0.0,1,8,8,65536,16,1,4,3.4,0.0,0.0,0.0,0.0
3,3.744222153195241,9.42607927066902,3.2121972321124588,1.0946450546090731,12,512,4,8192,2,1,4,3.3,0.00045,243.62,12.262083749999999,27.249074999999998
4,11.265305689064851,28.360407072220767,9.737309637973405,3.3432241908347633,9,256,512,2048,8,1,2,2.9,0.000333,163.27,6.614802909000001,19.864273
5,2.0031469480820774,5.04292244179663,1.2944404327677508,0.332262899801213,8,1024,256,32768,2,8,8,3.7,0.000305,404.57,9.92845333,32.552306
6,0.0,0.0,0.0,0.0,4,32,4,32768,8,2,2,3.6,0.0,0.0,0.0,0.0
7,1.4484603033444097,3.6464988136695515,1.2030419769229352,0.3969040090766366,15,256,1024,2048,16,2,8,2.8,0.000586,343.24,22.185402128000003,37.859048
8,4.977288348168232,12.530323416513523,3.1087318308015934,0.7712660938266531,6,16,4096,1024,2,4,4,2.5,0.000226,298.16,5.835208808,25.819508
9,11.612228200238588,29.23378449410065,11.080515100657484,4.199860436156495,11,256,4,2048,1,4,4,3.4,0.000413,144.4,8.348948222999999,20.215370999999998
10,0.12310233851361586,0.309910137208028,0.06094482814601279,0.011984997042074225,12,4096,4096,1024,2,2,8,2.8,0.00045,985.19,36.82174455,81.826099
11,0.9059683320900354,2.280775276036665,0.6930034802603577,0.21056604247635996,16,512,1024,8192,4,2,4,2.7,0.000592,431.8,26.694331983999998,45.091777
12,0.5934037912474176,1.493894044465374,0.3597633381451851,0.08663911604232033,13,4096,128,2048,2,2,16,2.9,0.000468,600.07,26.556997428,56.745720999999996
13,0.0,0.0,0.0,0.0,14,4,512,2048,16,8,2,2.0,0.0,0.0,0.0,0.0
14,0.36097878988307663,0.9087641035306456,0.1742922931208135,0.03342760054373909,9,8,4096,65536,16,2,4,2.9,0.000333,859.64,21.199026087,63.660739
15,16.857797742030087,42.43950581556076,14.910966122999602,5.2389137537911745,8,128,512,2048,1,1,1,2.1,0.000305,139.46,5.299199014999999,17.374423
16,5.079895981326046,12.788638132988321,4.630571647557118,1.676659669323949,14,512,16,256,1,2,2,2.3,0.000515,195.51,14.225754875000003,27.622825000000002
17,52.63157894736842,132.5,58.031432112621715,25.41620462673074,4,32,16,256,1,1,16,3.0,0.00019,47.86,1.3234083300000001,6.965307
18,0.3346449825300069,0.8424687435192926,0.2291096309166269,0.06230643377875176,15,128,8,32768,4,1,16,2.5,0.000586,714.1,32.651084950000005,55.718575
19,7.511013665321231,18.908976902446202,6.288732373592993,2.091501569371547,8,512,16,4096,16,16,4,2.4,0.000305,208.93,5.914131780000001,19.390596000000002
20,67.11409395973155,168.95973154362417,55.08394222239469,17.958365955243586,3,1024,1024,1024,4,16,2,2.3,0.000149,96.18,1.468826206,9.857894
21,0.6355647402709316,1.6000342336320703,0.3786008850495077,0.08958472709355254,10,512,128,65536,16,8,2,3.5,0.00038,643.47,18.13610306,47.726586999999995
22,0.0,0.0,0.0,0.0,15,8,8,64,4,16,8,3.3,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,12,1024,1024,64,4,8,16,2.2,0.0,0.0,0.0,0.0
24,2.9610065736481177,7.454334049159137,2.3671599929065983,0.7517031561859836,11,256,512,8192,1,16,16,3.3,0.000413,285.96,11.894441713,28.800101
25,10.155046964590008,25.56533073335535,6.417496745602607,1.6109419787824815,5,4096,16,128,2,2,8,2.0,0.000195,224.72,4.243480605,21.761439000000003
26,21.00376533282903,52.87697922539709,20.24996387220998,7.755001190174929,8,16,8,1024,1,16,1,2.7,0.000305,124.94,4.460319085,14.623997000000001
27,0.4045491279182647,1.0184524295342314,0.28633385066758976,0.08050162350304838,16,4,32,65536,4,4,8,2.5,0.000592,646.18,31.178915503999995,52.667086999999995
28,15.041369656228538,37.86664810955535,12.560055193812136,4.16606682522288,7,128,1024,64,1,2,1,3.0,0.000269,157.21,4.625052575999999,17.193503999999997
29,44.247787610619476,111.39380530973452,43.54900044565522,17.02532231969586,6,16,64,64,8,1,4,2.8,0.000226,77.796,2.349979414,10.398139
